logged_at,game_id,commence_time,season,home_team,away_team,home_line,home_cover_prob,away_cover_prob,pick_side,pick_confidence,is_bet,model_version,actual_home_covered,result_status,correct,notes,home_injury_impact,away_injury_impact,pinnacle_prob,edge_vs_pinnacle,threshold_used,injury_data_available,features_json,is_pinnacle_bet,closing_pinnacle_line,line_movement,bet_clv_pts,matchup_context
2026-04-26T05:38:03.920651,e4d639b6c49e5fd0accc6e80636e88fe,2026-04-28T02:40:00Z,,den,min,-10.5,0.5948353409767152,0.4051646590232848,home,0.5948353409767152,1.0,nba_spread_xgb_v2,1.0,graded,1.0,,0.0,0.0,0.5,0.09484,,,,1,-11.5,-1.0,1.0,
2026-04-26T05:38:03.921984,595b24bea54d0917338e4a51372398b3,2026-04-29T00:10:00Z,,ny,atl,-6.5,0.5870949625968933,0.4129050374031067,home,0.5870949625968933,1.0,nba_spread_xgb_v2,1.0,graded,1.0,,0.0,0.0,0.51024,0.07685,,,,1,-6.5,0.0,0.0,
2026-04-27T19:00:06.885546,d749c50ad2a2660df91f9dc1b8e20d78,2026-04-28T23:10:00Z,,bos,phi,-11.5,0.4127615094184875,0.5872384905815125,away,0.5872384905815125,1.0,nba_spread_xgb_v2,0.0,graded,1.0,,0.0,0.0,0.50229,-0.08953,,,,1,-10.0,1.5,1.5,
2026-04-27T19:00:06.887902,f61ea629819d5176316c94a379c02ad2,2026-04-29T01:40:00Z,,sa,por,-12.25,0.5138760209083557,0.4861239790916443,home,0.5138760209083557,0.0,nba_spread_xgb_v2,1.0,graded,1.0,,0.0,0.0,0.50687,0.007,,,,0,-11.5,0.75,-0.75,
2026-04-29T19:00:03.721375,912bee9cc9d36b6017819f012c0c56f1,2026-04-29T23:10:00Z,,det,orl,-10.5,0.5500787496566772,0.4499212503433227,home,0.5500787496566772,1.0,nba_spread_xgb_v2,0.0,graded,0.0,,0.0,0.0,0.50232,0.04776,0.58,0.0,"{""season"": 2026.0, ""month"": 4.0, ""day_of_week"": 2.0, ""is_playoffs"": 1.0, ""home_rest_days"": 0.0, ""away_rest_days"": 0.0, ""rest_diff"": 0.0, ""home_back2back"": 1.0, ""away_back2back"": 1.0, ""home_margin_last1"": -6.0, ""away_margin_last1"": 6.0, ""home_margin_avg_3"": 0.3333333333333333, ""away_margin_avg_3"": -0.3333333333333333, ""home_margin_avg_5"": 0.4, ""away_margin_avg_5"": 8.2, ""home_points_for_avg_5"": 105.0, ""away_points_for_avg_5"": 104.6, ""home_points_against_avg_5"": 104.6, ""away_points_against_avg_5"": 96.4, ""home_cover_rate_5"": 0.4, ""away_cover_rate_5"": 0.6, ""home_cover_rate_10"": 0.3, ""away_cover_rate_10"": 0.6, ""home_games_played"": 90.0, ""away_games_played"": 92.0, ""margin_avg5_diff"": -7.799999999999999, ""pts_for_avg5_diff"": 0.4000000000000057, ""pts_against_avg5_diff"": 8.199999999999989, ""cover_rate5_diff"": -0.19999999999999996, ""home_ortg_avg5"": 118.312, ""away_ortg_avg5"": 108.936, ""home_drtg_avg5"": 104.886, ""away_drtg_avg5"": 102.994, ""home_pace_avg5"": 108.52, ""away_pace_avg5"": 110.88, ""home_ts_avg5"": 0.604, ""away_ts_avg5"": 0.553, ""home_ortg_avg10"": 116.286, ""away_ortg_avg10"": 108.356, ""home_drtg_avg10"": 106.399, ""away_drtg_avg10"": 105.139, ""ortg_avg5_diff"": 9.37599999999999, ""drtg_avg5_diff"": 1.891999999999996, ""net_rtg_avg5_diff"": 7.483999999999995, ""pace_avg5_diff"": -2.3599999999999994, ""home_q4_margin_avg5"": -4.2, ""away_q4_margin_avg5"": 1.6, ""home_q4_cover_rate5"": 0.2, ""away_q4_cover_rate5"": 0.4, ""q4_margin_diff"": -5.800000000000001, ""home_ortg_home_avg5"": 119.43, ""away_ortg_away_avg5"": 113.402, ""home_ts_home_avg5"": 0.6289, ""away_ts_away_avg5"": 0.5883, ""home_miles_traveled"": 428.0, ""away_miles_traveled"": 851.0, ""home_road_trip_games"": 2.0, ""away_road_trip_games"": 2.0, ""home_tz_delta"": 0.0, ""away_tz_delta"": 1.0, ""travel_diff"": 423.0}",1,-9.5,1.0,-1.0,
2026-04-29T19:00:03.732237,6fa2ebdc614d327bc9a4558541adcd30,2026-04-29T23:40:00Z,,cle,tor,-9.5,0.5673372149467468,0.4326627850532532,home,0.5673372149467468,1.0,nba_spread_xgb_v2,0.0,graded,0.0,,0.0,0.0,0.50232,0.06501,0.58,0.0,"{""season"": 2026.0, ""month"": 4.0, ""day_of_week"": 2.0, ""is_playoffs"": 1.0, ""home_rest_days"": 2.0, ""away_rest_days"": 2.0, ""rest_diff"": 0.0, ""home_back2back"": 0.0, ""away_back2back"": 0.0, ""home_margin_last1"": -4.0, ""away_margin_last1"": 4.0, ""home_margin_avg_3"": -5.333333333333333, ""away_margin_avg_3"": 5.333333333333333, ""home_margin_avg_5"": 2.0, ""away_margin_avg_5"": 7.6, ""home_points_for_avg_5"": 112.8, ""away_points_for_avg_5"": 114.6, ""home_points_against_avg_5"": 110.8, ""away_points_against_avg_5"": 107.0, ""home_cover_rate_5"": 0.4, ""away_cover_rate_5"": 0.4, ""home_cover_rate_10"": 0.5, ""away_cover_rate_10"": 0.6, ""home_games_played"": 90.0, ""away_games_played"": 92.0, ""margin_avg5_diff"": -5.6, ""pts_for_avg5_diff"": -1.7999999999999972, ""pts_against_avg5_diff"": 3.799999999999997, ""cover_rate5_diff"": 0.0, ""home_ortg_avg5"": 117.602, ""away_ortg_avg5"": 118.558, ""home_drtg_avg5"": 112.8, ""away_drtg_avg5"": 117.05, ""home_pace_avg5"": 109.38, ""away_pace_avg5"": 105.42, ""home_ts_avg5"": 0.618, ""away_ts_avg5"": 0.636, ""home_ortg_avg10"": 119.526, ""away_ortg_avg10"": 117.213, ""home_drtg_avg10"": 114.925, ""away_drtg_avg10"": 114.159, ""ortg_avg5_diff"": -0.9560000000000031, ""drtg_avg5_diff"": -4.25, ""net_rtg_avg5_diff"": 3.293999999999997, ""pace_avg5_diff"": 3.9599999999999937, ""home_q4_margin_avg5"": 0.2, ""away_q4_margin_avg5"": 4.0, ""home_q4_cover_rate5"": 0.6, ""away_q4_cover_rate5"": 0.8, ""q4_margin_diff"": -3.8, ""home_ortg_home_avg5"": 122.664, ""away_ortg_away_avg5"": 114.266, ""home_ts_home_avg5"": 0.6268, ""away_ts_away_avg5"": 0.5841, ""home_miles_traveled"": 555.0, ""away_miles_traveled"": 340.0, ""home_road_trip_games"": 0.0, ""away_road_trip_games"": 0.0, ""home_tz_delta"": 0.0, ""away_tz_delta"": 0.0, ""travel_diff"": -215.0}",1,-10.0,-0.5,0.5,
2026-04-29T19:00:03.738247,0d0aa62d4305ee094389473b308ce0bd,2026-04-30T02:10:00Z,,lal,hou,-4.5,0.6772781014442444,0.3227218985557556,home,0.6772781014442444,1.0,nba_spread_xgb_v2,0.0,graded,0.0,,0.0,0.0,0.50697,0.17031,0.58,0.0,"{""season"": 2026.0, ""month"": 4.0, ""day_of_week"": 3.0, ""is_playoffs"": 1.0, ""home_rest_days"": 2.0, ""away_rest_days"": 2.0, ""rest_diff"": 0.0, ""home_back2back"": 0.0, ""away_back2back"": 0.0, ""home_margin_last1"": -19.0, ""away_margin_last1"": 19.0, ""home_margin_avg_3"": -2.6666666666666665, ""away_margin_avg_3"": 2.6666666666666665, ""home_margin_avg_5"": 5.0, ""away_margin_avg_5"": 6.0, ""home_points_for_avg_5"": 109.4, ""away_points_for_avg_5"": 109.4, ""home_points_against_avg_5"": 104.4, ""away_points_against_avg_5"": 103.4, ""home_cover_rate_5"": 0.2, ""away_cover_rate_5"": 0.8, ""home_cover_rate_10"": 0.5, ""away_cover_rate_10"": 0.5, ""home_games_played"": 92.0, ""away_games_played"": 90.0, ""margin_avg5_diff"": -1.0, ""pts_for_avg5_diff"": 0.0, ""pts_against_avg5_diff"": 1.0, ""cover_rate5_diff"": -0.6000000000000001, ""home_ortg_avg5"": 119.73, ""away_ortg_avg5"": 112.694, ""home_drtg_avg5"": 99.354, ""away_drtg_avg5"": 112.844, ""home_pace_avg5"": 100.4, ""away_pace_avg5"": 107.78, ""home_ts_avg5"": 0.654, ""away_ts_avg5"": 0.544, ""home_ortg_avg10"": 115.775, ""away_ortg_avg10"": 119.815, ""home_drtg_avg10"": 109.836, ""away_drtg_avg10"": 111.404, ""ortg_avg5_diff"": 7.036000000000001, ""drtg_avg5_diff"": -13.489999999999995, ""net_rtg_avg5_diff"": 20.525999999999996, ""pace_avg5_diff"": -7.3799999999999955, ""home_q4_margin_avg5"": -7.2, ""away_q4_margin_avg5"": -4.2, ""home_q4_cover_rate5"": 0.0, ""away_q4_cover_rate5"": 0.2, ""q4_margin_diff"": -3.0, ""home_ortg_home_avg5"": 115.698, ""away_ortg_away_avg5"": 119.186, ""home_ts_home_avg5"": 0.6178, ""away_ts_away_avg5"": 0.5884, ""home_miles_traveled"": 0.0, ""away_miles_traveled"": 0.0, ""home_road_trip_games"": 0.0, ""away_road_trip_games"": 0.0, ""home_tz_delta"": 0.0, ""away_tz_delta"": 0.0, ""travel_diff"": 0.0}",1,-4.0,0.5,-0.5,
2026-04-29T19:00:03.744545,24992ea72a9115eaa601ff602cc60468,2026-04-30T23:10:00Z,,atl,ny,2.5,0.4131892621517181,0.5868107378482819,away,0.5868107378482819,1.0,nba_spread_xgb_v2,0.0,graded,1.0,,0.0,0.0,0.48375,-0.07056,0.58,0.0,"{""season"": 2026.0, ""month"": 4.0, ""day_of_week"": 3.0, ""is_playoffs"": 1.0, ""home_rest_days"": 0.0, ""away_rest_days"": 0.0, ""rest_diff"": 0.0, ""home_back2back"": 1.0, ""away_back2back"": 1.0, ""home_margin_last1"": -29.0, ""away_margin_last1"": 29.0, ""home_margin_avg_3"": -14.666666666666666, ""away_margin_avg_3"": 14.666666666666666, ""home_margin_avg_5"": -10.8, ""away_margin_avg_5"": 10.8, ""home_points_for_avg_5"": 102.6, ""away_points_for_avg_5"": 113.4, ""home_points_against_avg_5"": 113.4, ""away_points_against_avg_5"": 102.6, ""home_cover_rate_5"": 0.6, ""away_cover_rate_5"": 0.4, ""home_cover_rate_10"": 0.5, ""away_cover_rate_10"": 0.5, ""home_games_played"": 91.0, ""away_games_played"": 93.0, ""margin_avg5_diff"": -21.6, ""pts_for_avg5_diff"": -10.800000000000011, ""pts_against_avg5_diff"": 10.800000000000011, ""cover_rate5_diff"": 0.19999999999999996, ""home_ortg_avg5"": 111.572, ""away_ortg_avg5"": 110.826, ""home_drtg_avg5"": 112.734, ""away_drtg_avg5"": 107.766, ""home_pace_avg5"": 112.24, ""away_pace_avg5"": 109.24, ""home_ts_avg5"": 0.571, ""away_ts_avg5"": 0.566, ""home_ortg_avg10"": 113.863, ""away_ortg_avg10"": 117.105, ""home_drtg_avg10"": 108.915, ""away_drtg_avg10"": 111.471, ""ortg_avg5_diff"": 0.7460000000000093, ""drtg_avg5_diff"": 4.967999999999989, ""net_rtg_avg5_diff"": -4.22199999999998, ""pace_avg5_diff"": 3.0, ""home_q4_margin_avg5"": -2.2, ""away_q4_margin_avg5"": 2.0, ""home_q4_cover_rate5"": 0.6, ""away_q4_cover_rate5"": 0.4, ""q4_margin_diff"": -4.2, ""home_ortg_home_avg5"": 120.962, ""away_ortg_away_avg5"": 111.62, ""home_ts_home_avg5"": 0.6113, ""away_ts_away_avg5"": 0.5702, ""home_miles_traveled"": 606.0, ""away_miles_traveled"": 0.0, ""home_road_trip_games"": 1.0, ""away_road_trip_games"": 0.0, ""home_tz_delta"": 0.0, ""away_tz_delta"": 0.0, ""travel_diff"": -606.0}",1,2.0,-0.5,-0.5,
2026-04-29T19:00:03.750955,b2f1e46d7adfcf49fa68a52df4938626,2026-05-01T00:10:00Z,,phi,bos,5.75,0.4742442071437835,0.5257557928562164,away,0.5257557928562164,0.0,nba_spread_xgb_v2,1.0,graded,0.0,,0.0,0.0,0.49771,-0.02347,0.58,0.0,"{""season"": 2026.0, ""month"": 5.0, ""day_of_week"": 4.0, ""is_playoffs"": 1.0, ""home_rest_days"": 2.0, ""away_rest_days"": 2.0, ""rest_diff"": 0.0, ""home_back2back"": 0.0, ""away_back2back"": 0.0, ""home_margin_last1"": 16.0, ""away_margin_last1"": -16.0, ""home_margin_avg_3"": -8.0, ""away_margin_avg_3"": 8.0, ""home_margin_avg_5"": -8.4, ""away_margin_avg_5"": 8.4, ""home_points_for_avg_5"": 102.2, ""away_points_for_avg_5"": 110.6, ""home_points_against_avg_5"": 110.6, ""away_points_against_avg_5"": 102.2, ""home_cover_rate_5"": 0.4, ""away_cover_rate_5"": 0.4, ""home_cover_rate_10"": 0.2, ""away_cover_rate_10"": 0.5, ""home_games_played"": 92.0, ""away_games_played"": 91.0, ""margin_avg5_diff"": -16.8, ""pts_for_avg5_diff"": -8.399999999999991, ""pts_against_avg5_diff"": 8.399999999999991, ""cover_rate5_diff"": 0.0, ""home_ortg_avg5"": 107.75, ""away_ortg_avg5"": 118.014, ""home_drtg_avg5"": 105.362, ""away_drtg_avg5"": 109.234, ""home_pace_avg5"": 108.3, ""away_pace_avg5"": 106.84, ""home_ts_avg5"": 0.534, ""away_ts_avg5"": 0.597, ""home_ortg_avg10"": 111.045, ""away_ortg_avg10"": 121.701, ""home_drtg_avg10"": 110.332, ""away_drtg_avg10"": 110.288, ""ortg_avg5_diff"": -10.263999999999996, ""drtg_avg5_diff"": -3.872, ""net_rtg_avg5_diff"": -6.391999999999996, ""pace_avg5_diff"": 1.4599999999999937, ""home_q4_margin_avg5"": -3.8, ""away_q4_margin_avg5"": -4.2, ""home_q4_cover_rate5"": 0.2, ""away_q4_cover_rate5"": 0.2, ""q4_margin_diff"": 0.40000000000000036, ""home_ortg_home_avg5"": 112.19, ""away_ortg_away_avg5"": 126.918, ""home_ts_home_avg5"": 0.5749, ""away_ts_away_avg5"": 0.6201, ""home_miles_traveled"": 583.0, ""away_miles_traveled"": 0.0, ""home_road_trip_games"": 0.0, ""away_road_trip_games"": 0.0, ""home_tz_delta"": 0.0, ""away_tz_delta"": 0.0, ""travel_diff"": -583.0}",0,6.0,0.25,0.25,
2026-04-29T19:00:03.757541,b981ac0f551b6f109cd18fa31de439b4,2026-05-01T01:40:00Z,,min,den,5.5,0.4622634053230285,0.5377365946769714,away,0.5377365946769714,1.0,nba_spread_xgb_v2,1.0,graded,0.0,,0.0,0.0,0.51146,-0.0492,0.58,0.0,"{""season"": 2026.0, ""month"": 5.0, ""day_of_week"": 4.0, ""is_playoffs"": 1.0, ""home_rest_days"": 2.0, ""away_rest_days"": 2.0, ""rest_diff"": 0.0, ""home_back2back"": 0.0, ""away_back2back"": 0.0, ""home_margin_last1"": -12.0, ""away_margin_last1"": 12.0, ""home_margin_avg_3"": 7.0, ""away_margin_avg_3"": -7.0, ""home_margin_avg_5"": 3.0, ""away_margin_avg_5"": -3.0, ""home_points_for_avg_5"": 112.4, ""away_points_for_avg_5"": 109.4, ""home_points_against_avg_5"": 109.4, ""away_points_against_avg_5"": 112.4, ""home_cover_rate_5"": 0.6, ""away_cover_rate_5"": 0.8, ""home_cover_rate_10"": 0.7, ""away_cover_rate_10"": 0.8, ""home_games_played"": 92.0, ""away_games_played"": 92.0, ""margin_avg5_diff"": 6.0, ""pts_for_avg5_diff"": 3.0, ""pts_against_avg5_diff"": -3.0, ""cover_rate5_diff"": -0.20000000000000007, ""home_ortg_avg5"": 117.566, ""away_ortg_avg5"": 112.09, ""home_drtg_avg5"": 111.078, ""away_drtg_avg5"": 109.752, ""home_pace_avg5"": 115.86, ""away_pace_avg5"": 116.14, ""home_ts_avg5"": 0.594, ""away_ts_avg5"": 0.571, ""home_ortg_avg10"": 113.109, ""away_ortg_avg10"": 119.072, ""home_drtg_avg10"": 113.568, ""away_drtg_avg10"": 112.786, ""ortg_avg5_diff"": 5.475999999999999, ""drtg_avg5_diff"": 1.3260000000000076, ""net_rtg_avg5_diff"": 4.1499999999999915, ""pace_avg5_diff"": -0.28000000000000114, ""home_q4_margin_avg5"": -2.2, ""away_q4_margin_avg5"": -2.8, ""home_q4_cover_rate5"": 0.6, ""away_q4_cover_rate5"": 0.6, ""q4_margin_diff"": 0.5999999999999996, ""home_ortg_home_avg5"": 105.284, ""away_ortg_away_avg5"": 119.168, ""home_ts_home_avg5"": 0.5361, ""away_ts_away_avg5"": 0.6154, ""home_miles_traveled"": 1058.0, ""away_miles_traveled"": 804.0, ""home_road_trip_games"": 0.0, ""away_road_trip_games"": 1.0, ""home_tz_delta"": 0.0, ""away_tz_delta"": 1.0, ""travel_diff"": -254.0}",1,6.0,0.5,0.5,
2026-05-01T00:41:58.130237,88e10294c54deffd6e9e6efcba249d2c,2026-05-01T23:10:00Z,2026.0,orl,det,3.5,0.4370750070059683,0.5629249929940316,away,0.5629249929940316,1.0,nba_spread_xgb_v2,0.0,graded,1.0,,0.8,0.0,0.48395,-0.04687,0.58,1.0,"{""season"": 2026.0, ""month"": 5.0, ""day_of_week"": 4.0, ""is_playoffs"": 1.0, ""home_rest_days"": 2.0, ""away_rest_days"": 2.0, ""rest_diff"": 0.0, ""home_back2back"": 0.0, ""away_back2back"": 0.0, ""home_margin_last1"": 6.0, ""away_margin_last1"": -6.0, ""home_margin_avg_3"": -0.3333333333333333, ""away_margin_avg_3"": 0.3333333333333333, ""home_margin_avg_5"": 8.2, ""away_margin_avg_5"": 0.4, ""home_points_for_avg_5"": 104.6, ""away_points_for_avg_5"": 105.0, ""home_points_against_avg_5"": 96.4, ""away_points_against_avg_5"": 104.6, ""home_cover_rate_5"": 0.6, ""away_cover_rate_5"": 0.4, ""home_cover_rate_10"": 0.6, ""away_cover_rate_10"": 0.3, ""home_games_played"": 92.0, ""away_games_played"": 90.0, ""margin_avg5_diff"": 7.799999999999999, ""pts_for_avg5_diff"": -0.4000000000000057, ""pts_against_avg5_diff"": -8.199999999999989, ""cover_rate5_diff"": 0.19999999999999996, ""home_ortg_avg5"": 108.936, ""away_ortg_avg5"": 118.312, ""home_drtg_avg5"": 102.994, ""away_drtg_avg5"": 104.886, ""home_pace_avg5"": 110.88, ""away_pace_avg5"": 108.52, ""home_ts_avg5"": 0.553, ""away_ts_avg5"": 0.604, ""home_ortg_avg10"": 108.356, ""away_ortg_avg10"": 116.286, ""home_drtg_avg10"": 105.139, ""away_drtg_avg10"": 106.399, ""ortg_avg5_diff"": -9.37599999999999, ""drtg_avg5_diff"": -1.891999999999996, ""net_rtg_avg5_diff"": -7.483999999999995, ""pace_avg5_diff"": 2.3599999999999994, ""home_q4_margin_avg5"": 1.6, ""away_q4_margin_avg5"": -4.2, ""home_q4_cover_rate5"": 0.4, ""away_q4_cover_rate5"": 0.2, ""q4_margin_diff"": 5.800000000000001, ""home_ortg_home_avg5"": 111.004, ""away_ortg_away_avg5"": 112.274, ""home_ts_home_avg5"": 0.6005, ""away_ts_away_avg5"": 0.5755, ""home_miles_traveled"": 851.0, ""away_miles_traveled"": 428.0, ""home_road_trip_games"": 2.0, ""away_road_trip_games"": 2.0, ""home_tz_delta"": 1.0, ""away_tz_delta"": 0.0, ""travel_diff"": -423.0}",1,3.5,0.0,0.0,
2026-05-01T00:41:58.136187,d1938a9c13602a661e894f996f2680e8,2026-05-01T23:40:00Z,2026.0,tor,cle,4.0,0.5624175667762756,0.4375824332237243,home,0.5624175667762756,1.0,nba_spread_xgb_v2,1.0,graded,1.0,,0.0,0.0,0.48292,0.0795,0.58,1.0,"{""season"": 2026.0, ""month"": 5.0, ""day_of_week"": 4.0, ""is_playoffs"": 1.0, ""home_rest_days"": 4.0, ""away_rest_days"": 4.0, ""rest_diff"": 0.0, ""home_back2back"": 0.0, ""away_back2back"": 0.0, ""home_margin_last1"": 4.0, ""away_margin_last1"": -4.0, ""home_margin_avg_3"": 5.333333333333333, ""away_margin_avg_3"": -5.333333333333333, ""home_margin_avg_5"": 7.6, ""away_margin_avg_5"": 2.0, ""home_points_for_avg_5"": 114.6, ""away_points_for_avg_5"": 112.8, ""home_points_against_avg_5"": 107.0, ""away_points_against_avg_5"": 110.8, ""home_cover_rate_5"": 0.4, ""away_cover_rate_5"": 0.4, ""home_cover_rate_10"": 0.6, ""away_cover_rate_10"": 0.5, ""home_games_played"": 92.0, ""away_games_played"": 90.0, ""margin_avg5_diff"": 5.6, ""pts_for_avg5_diff"": 1.7999999999999972, ""pts_against_avg5_diff"": -3.799999999999997, ""cover_rate5_diff"": 0.0, ""home_ortg_avg5"": 118.558, ""away_ortg_avg5"": 117.602, ""home_drtg_avg5"": 117.05, ""away_drtg_avg5"": 112.8, ""home_pace_avg5"": 105.42, ""away_pace_avg5"": 109.38, ""home_ts_avg5"": 0.636, ""away_ts_avg5"": 0.618, ""home_ortg_avg10"": 117.213, ""away_ortg_avg10"": 119.526, ""home_drtg_avg10"": 114.159, ""away_drtg_avg10"": 114.925, ""ortg_avg5_diff"": 0.9560000000000031, ""drtg_avg5_diff"": 4.25, ""net_rtg_avg5_diff"": -3.293999999999997, ""pace_avg5_diff"": -3.9599999999999937, ""home_q4_margin_avg5"": 4.0, ""away_q4_margin_avg5"": 0.2, ""home_q4_cover_rate5"": 0.8, ""away_q4_cover_rate5"": 0.6, ""q4_margin_diff"": 3.8, ""home_ortg_home_avg5"": 123.78, ""away_ortg_away_avg5"": 121.096, ""home_ts_home_avg5"": 0.6191, ""away_ts_away_avg5"": 0.613, ""home_miles_traveled"": 340.0, ""away_miles_traveled"": 555.0, ""home_road_trip_games"": 0.0, ""away_road_trip_games"": 0.0, ""home_tz_delta"": 0.0, ""away_tz_delta"": 0.0, ""travel_diff"": 215.0}",1,5.0,1.0,-1.0,
2026-05-01T19:00:02.895806,c361a0b8c035a055bd9497b52674e3fb,2026-05-02T01:40:00Z,2026.0,hou,lal,-3.5,0.641752606516663,0.358247393483337,home,0.641752606516663,1.0,nba_spread_xgb_v2,0.0,graded,0.0,,0.6625,1.0,0.49303,0.14872,0.58,1.0,"{""season"": 2026.0, ""month"": 5.0, ""day_of_week"": 5.0, ""is_playoffs"": 1.0, ""home_rest_days"": 1.0, ""away_rest_days"": 1.0, ""rest_diff"": 0.0, ""home_back2back"": 0.0, ""away_back2back"": 0.0, ""home_margin_last1"": 6.0, ""away_margin_last1"": -6.0, ""home_margin_avg_3"": 7.0, ""away_margin_avg_3"": -7.0, ""home_margin_avg_5"": 1.0, ""away_margin_avg_5"": -1.0, ""home_points_for_avg_5"": 102.8, ""away_points_for_avg_5"": 101.8, ""home_points_against_avg_5"": 101.8, ""away_points_against_avg_5"": 102.8, ""home_cover_rate_5"": 0.8, ""away_cover_rate_5"": 0.2, ""home_cover_rate_10"": 0.5, ""away_cover_rate_10"": 0.5, ""home_games_played"": 91.0, ""away_games_played"": 93.0, ""margin_avg5_diff"": 2.0, ""pts_for_avg5_diff"": 1.0, ""pts_against_avg5_diff"": -1.0, ""cover_rate5_diff"": 0.6000000000000001, ""home_ortg_avg5"": 112.694, ""away_ortg_avg5"": 119.73, ""home_drtg_avg5"": 112.844, ""away_drtg_avg5"": 99.354, ""home_pace_avg5"": 107.78, ""away_pace_avg5"": 100.4, ""home_ts_avg5"": 0.544, ""away_ts_avg5"": 0.654, ""home_ortg_avg10"": 119.815, ""away_ortg_avg10"": 115.775, ""home_drtg_avg10"": 111.404, ""away_drtg_avg10"": 109.836, ""ortg_avg5_diff"": -7.036000000000001, ""drtg_avg5_diff"": 13.489999999999995, ""net_rtg_avg5_diff"": -20.525999999999996, ""pace_avg5_diff"": 7.3799999999999955, ""home_q4_margin_avg5"": -4.2, ""away_q4_margin_avg5"": -7.2, ""home_q4_cover_rate5"": 0.2, ""away_q4_cover_rate5"": 0.0, ""q4_margin_diff"": 3.0, ""home_ortg_home_avg5"": 126.246, ""away_ortg_away_avg5"": 112.468, ""home_ts_home_avg5"": 0.6278, ""away_ts_away_avg5"": 0.5827, ""home_miles_traveled"": 0.0, ""away_miles_traveled"": 0.0, ""home_road_trip_games"": 0.0, ""away_road_trip_games"": 0.0, ""home_tz_delta"": 0.0, ""away_tz_delta"": 0.0, ""travel_diff"": 0.0}",1,-3.5,0.0,0.0,
